title,link,create_time,title_en
基于语义智能的网络信息内容生态治理,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493874&idx=2&sn=956403898ad90ff221e1c195c15ce4ce&chksm=cfb78fb7f8c006a1a5f8f7104a9a05999714be81697ce849ff4d351298e46b3cbde4ad6160f4#rd,2023/12/12 14:26,Ecological governance of network information content based on semantic intelligence
基于细粒度组织的科技创新知识洞察平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493857&idx=2&sn=d55db6d6cf97595d7115e2dec33ecf64&chksm=cfb78fa4f8c006b20d87f8c50ba1b405cf11c5be60498de680a3299dd0087a11f14fe9cc08c3#rd,2023/12/11 16:08,Scientific and technological innovation knowledge insight platform based on fine-grained organization
传输机皮带光电一体智能无人值守检测装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493763&idx=2&sn=44d41d8809fad0fcdaae2c417416f24c&chksm=cfb78fc6f8c006d0637764e78af2e46a86304a764e0d43f6fe3af76268c2a0e7bfbac529a94e#rd,2023/12/8 16:49,Conveyor belt photoelectric integrated intelligent unattended detection device
高功率全固态飞秒激光器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493741&idx=2&sn=b0529b7367d8f31094c3446f6cb67c92&chksm=cfb78f28f8c0063ef9cf51d5203520eaae0c98bc4ecd079acedeac2623331003f3bdf1dab745#rd,2023/12/7 16:09,High-power all-solid-state femtosecond laser
小型化数字全息显微仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493726&idx=2&sn=db6f2983812066e1bdf583967ad698f8&chksm=cfb78f1bf8c0060d2eda149ab3d3da6af0c13f4c5f5baa530d9d1109d427661ec009d716730f#rd,2023/12/6 14:28,Miniature digital holographic microscope
集成电子快速成型的研发,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493712&idx=1&sn=3f6024393c169e78d066ee46483e5582&chksm=cfb78f15f8c0060322b1e316e41051aa9df43e9e49b08c4f2d828276e4f826ece90ded18d0c8#rd,2023/12/5 14:09,Research and development of integrated electronic rapid prototyping
“智道”- 轨道交通自动巡检机器人系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493702&idx=2&sn=62fc9bed6b9a326accbac9a652b32c61&chksm=cfb78f03f8c00615448afe3b83163c74344950249fcfe9f01c3bb1063323df9bdd8cd1638d49#rd,2023/12/4 14:57,"""Zhidao"" - rail transit automatic inspection robot system"
智能物联网感知与测试,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493656&idx=1&sn=951a32b969a790533350ca5dc08fc980&chksm=cfb78f5df8c0064b38aeb272ef85b9ebee4732f0f43db6dc4f049eb15e6f3675d9d7f3602e4e#rd,2023/12/1 14:30,Intelligent IoT sensing and testing
大型环保微波烘干生产线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493646&idx=3&sn=8c7440e3aa756cc257f62d6d84a57ba2&chksm=cfb78f4bf8c0065d2c090fee60ffe425f141a777e4b0004afed87195ab4679fbf1aab412e1c3#rd,2023/11/29 15:26,Large environmentally friendly microwave drying production line
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493620&idx=1&sn=a861cad52982a467c9c426510a8e5791&chksm=cfb780b1f8c009a71f64eb0be9ac29f3af51ddac38620adcd7c5ab9b82b4adbaa612c70be588#rd,2023/11/28 14:34,Power cable status diagnosis technology and application for multi-source information fusion
高温无霍尔直流电机伺服微驱动器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493617&idx=1&sn=7717fc9877e77b64fd5669f01aeb0386&chksm=cfb780b4f8c009a2764dedf3b8a7011c9dece2735d2bb73851e5802ff8c61f79cd540fb0f7b3#rd,2023/11/27 16:27,High temperature Hall-free DC motor servo micro driver
大行程超精密对准装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493614&idx=1&sn=e87de0bd5f2d176206e9e07490bb0af3&chksm=cfb780abf8c009bd374efa362249cc21a50b7d6b65354d53db7ef8163408d4ff15373755366f#rd,2023/11/24 15:27,Large stroke ultra-precision alignment device
基于深度学习与知识图谱的智能电子档案管理系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493609&idx=1&sn=dd18059512a4ae11b7cbe0ccd78e14b9&chksm=cfb780acf8c009ba7ff3d6f2ff16301ab94fb292e343d6a6bee65662ebabedf987778f51f1a4#rd,2023/11/23 15:33,Intelligent electronic archives management system based on deep learning and knowledge graph
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493605&idx=2&sn=6ce7fcb552294098826432992e6a8fb4&chksm=cfb780a0f8c009b62cb87c42a43a93c9e7242ec7a87539d0a3e047c72d36db2ff8011a791676#rd,2023/11/22 16:14,Power cable status diagnosis technology and application for multi-source information fusion
软件实景互动智能帮助系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493591&idx=1&sn=ff6ff688a63846cc3c2d1cdae8ed9bcb&chksm=cfb78092f8c009841a4910e827d18115792d324a5ffe7cc8b385815db76a18b6027bd2ad6ee2#rd,2023/11/21 16:01,Software real-life interactive intelligent help system
盐差能高效转换技术的研发与推广,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493589&idx=1&sn=8b74bd9748a0e268d0d92b2591efa432&chksm=cfb78090f8c00986a642a94fd89bd4ffaed912b2ee139ab49259857bb65df913c74725eb3d1b#rd,2023/11/20 15:19,"Research, development and promotion of salinity difference energy efficient conversion technology"
谐波阻抗牵引自动测试系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493585&idx=1&sn=2c8644eb492788cde29dccaaf214f8dd&chksm=cfb78094f8c009829eacefdfa7d87c559bc977d8b3f86142c31e5cee93c55b55c0f05c8a5a0d#rd,2023/11/17 15:19,Harmonic impedance traction automatic test system
数字近景摄影测量系统 -DigiCMM,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493578&idx=1&sn=4925c70df58518c97d91c7ba8cc20038&chksm=cfb7808ff8c00999c1bb404b193e76a76826d8e83cbd5543b3dd650966eb261dd1116688c4eb#rd,2023/11/16 15:23,Digital close-range photogrammetry system-DigiCMM
面向精密装配的智能人 - 机器人协作系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493575&idx=1&sn=a5e8fbb5ea6b169e1dd69e4aec06c31a&chksm=cfb78082f8c00994e72bf0361ae5f360d1770d197f2287c8ab093062ebf61a552d1b993c6903#rd,2023/11/15 14:03,Intelligent human-robot collaboration system for precision assembly
慢性疾病标记物早期检测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493566&idx=1&sn=6e68e6063a488ee2e7e00736216519b9&chksm=cfb780fbf8c009edc61a933441c3d85c1aaa1416b8695fc2d48036a7c03c7782aca62fdcbead#rd,2023/11/13 15:02,Chronic disease marker early detection system
疲劳裂纹在线监测与识别系统 -DigiCMS,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493562&idx=1&sn=846fe770089eafa92408cc92cff288d6&chksm=cfb780fff8c009e99bf44019ae93b50fc2d50f8068e1d8ecb6f728ee736d6622c27b16e61c74#rd,2023/11/10 15:29,Fatigue crack online monitoring and identification system-DigiCMS
锂原电池热物性及发热量测试,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493556&idx=1&sn=ad4157e2e6d7f455bab9a918d202d1d4&chksm=cfb780f1f8c009e7ad39608bb176b21f4d4c346da8a4ffcd283d839013ee74cc18147378ca50#rd,2023/11/9 14:41,Lithium primary battery thermal properties and calorific value test
基于数字孪生的机器人装配产线云边协同管控系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493552&idx=1&sn=06f3901a1e2421429c0c6bb12a573339&chksm=cfb780f5f8c009e3d5f3ea2f8b4378152f7e8553b183d438016f94def92b134641372916e75f#rd,2023/11/8 14:05,Cloud-edge collaborative management and control system for robot assembly line based on digital twin
基于实景语义理解的软件操作互动帮助系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493547&idx=1&sn=dfb7fae0e2af70c34737c5acb14339d6&chksm=cfb780eef8c009f80ccdc6180e91a28fb5f0358194a331849035a6bda962f9fb0d3282dec955#rd,2023/11/7 14:00,Software operation interactive help system based on real scene semantic understanding
基于 PXIE 接口的小型矢量网络分析仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493513&idx=1&sn=a4ae4eadaf0d8f89efce6a14e657e703&chksm=cfb780ccf8c009da6c1a54de1269430cc88a402c30eb12cab684bfa6a2aa363479d75c967528#rd,2023/11/3 17:07,Small vector network analyzer based on PXIE interface
工业机器人高保真数字孪生及其故障诊断系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493501&idx=2&sn=ecfce102a375f63c3503551676f76562&chksm=cfb78038f8c0092ef8760a0eed82e85b007116076e77ebe45d7ccddb547d694c699083f74bab#rd,2023/11/2 15:42,High-fidelity digital twin of industrial robot and its fault diagnosis system
换热器的研究与设计方法,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493472&idx=3&sn=f2313e98f5594d7a1e2392d4c7afea05&chksm=cfb78025f8c00933bb81368355fb4675b030af27ed91a1e71ee807c29091429a4ebefd349faa#rd,2023/11/1 14:43,Heat exchanger research and design methods
大视场三维动态变形在线监测系统 -DigiDMS,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493424&idx=1&sn=a87676e3bf66ddd138585d13bb6207a1&chksm=cfb78075f8c00963c7d912eb3ae8a9c718ae715447608dbb382d11f7945c55524ef86b7417df#rd,2023/10/31 14:12,Large field of view three-dimensional dynamic deformation online monitoring system-DigiDMS
动力电池系统耐久性快速评价技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493421&idx=1&sn=7ae68e12abab8bf0f21fb70ee044d0bc&chksm=cfb78068f8c0097edb5b3c77dfd7617d2494a995547c9bf5bb5d22ed6905e6117fb86ea0fa48#rd,2023/10/30 15:26,Power battery system durability rapid evaluation technology
粉尘燃爆火花能量监测智能控制系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493388&idx=1&sn=d2a555296520f529db757bc0c1546e70&chksm=cfb78049f8c0095f6c371e9e21f0afc3ffc8619cdbdaaba584b608b7f99150bce5e3baef2c42#rd,2023/10/27 16:23,Dust explosion spark energy monitoring intelligent control system
物联网智能化除尘防爆系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493383&idx=1&sn=acc1cacc6bb320cf97cf15e158b6df46&chksm=cfb78042f8c00954e223d742a929ed934f17f8fd417b5e465776fd3ad904fde85425944ee661#rd,2023/10/26 16:12,Internet of Things Intelligent Dust Removal and Explosion-proof System
普惠型工业互联网大脑,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493357&idx=1&sn=d756b2235468e255f93f97184fe3552e&chksm=cfb781a8f8c008beb6f1f6de307b0ee579dcb3fb0c7a8ee2ed23513b5155248a40a7d2abdc8d#rd,2023/10/25 17:15,Inclusive Industrial Internet Brain
负离子教室护眼灯,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493352&idx=2&sn=06f2a0a5f40607c47609ba6d795c5923&chksm=cfb781adf8c008bb1ec753cffbec77517b2c609a5369c9d5c7af7f5f4ccb18fdff58a81d8579#rd,2023/10/24 14:30,Negative ion classroom eye protection lamp
直播系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493339&idx=2&sn=87333fcec6212deb40fc15bc004566ae&chksm=cfb7819ef8c008882642af2899322e855166d60dca74220d59a7fb5b4eba15fecf2d7e3ff58b#rd,2023/10/23 15:59,Live broadcast system
监控与运维系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493318&idx=1&sn=ac33e132080c742b1bd8be6cfd408aff&chksm=cfb78183f8c0089501234a50edffb34e6a0ee4edc5356e79cba6fae7b6226e64752aaa0ac0e1#rd,2023/10/20 16:49,Monitoring and operation and maintenance system
人工智能NLP引擎,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493296&idx=1&sn=d58762414f395fd3b1e1d6bbf9761ea9&chksm=cfb781f5f8c008e39adb32aef753239a9d1a4968aedb5c5faa13da6cfb88499d097c4b90c043#rd,2023/10/17 16:23,Artificial Intelligence NLP Engine
客服问答机器人,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493271&idx=1&sn=e91d9bbc73a60e814bdd78db111ccc55&chksm=cfb781d2f8c008c40797162eb3c43775761fd4e30bce0937a80c0119d5cf9ac65ade2b298102#rd,2023/10/13 15:21,Customer service question and answer robot
分散式(泛在计算)新型信息系统架构及关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493266&idx=2&sn=92bf96b5390f638e434a97da40f046aa&chksm=cfb781d7f8c008c190c7aba5dc0d3c2e54a41f536229152c5d4383444cca3eacf938a7848197#rd,2023/10/12 17:21,Distributed (ubiquitous computing) new information system architecture and key technologies
多媒体联络云系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493257&idx=1&sn=85dba415670b68a56ac3ef7a8e827ef7&chksm=cfb781ccf8c008da042a1770c61ee456ff4a679301da6da53bb7fb9f3d3d0a5903db77ef1eb6#rd,2023/10/11 15:48,Multimedia contact cloud system
HiTeam 视频会议系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493255&idx=1&sn=a19f8b8cf93d0efae4ee45c695351b13&chksm=cfb781c2f8c008d4385aee9e1ec786966c594ca7cb2cd2f306446d40c5679fe0ba14854a68b6#rd,2023/10/10 15:29,HiTeam video conferencing system
面向智能无人装备的国产高级综合电子与软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493249&idx=1&sn=59b21520a4a4fbd08666113be406d7c5&chksm=cfb781c4f8c008d264c2c04005e904fe93573172cd48e18fe35465ae661977dfb2ca78d3d82d#rd,2023/10/9 16:37,Domestic advanced integrated electronics and software for intelligent unmanned equipment
轻量级多域安全私有云,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493244&idx=1&sn=6fa8bc99bb7924b4b0ebdb281c3d9820&chksm=cfb78139f8c0082fdeea10cd8fe9a9b2bd43bef1ffaa449aba97807ae3f0c337ae843a730d39#rd,2023/10/8 16:22,Lightweight multi-domain secure private cloud
自主可控输入输出设备关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493164&idx=1&sn=27e828e08622ad2f758b279d7908f37c&chksm=cfb78169f8c0087f04b45453638289d6a8cdf1fe0df27a90e425cf31d5606caf57e4d3d0e80b#rd,2023/9/26 17:15,Key technologies for independent controllable input and output equipment
超声波深井侧壁检测设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493146&idx=2&sn=bdd430976718dc2e0312637a8ee81bd7&chksm=cfb7815ff8c00849543455d2e04de3e0f65492cccbc49da0e3784e0dde5f6df74a3c0b6c2615#rd,2023/9/22 17:27,Ultrasonic deep well sidewall inspection equipment
下颌康复远程智能监测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493133&idx=1&sn=2496768d70ea31fabe6b471617318b82&chksm=cfb78148f8c0085e2ca32c4487820ac67041fba88b37e84948db0571e557677b69c519598caa#rd,2023/9/21 16:09,Mandibular rehabilitation remote intelligent monitoring system
体系结构建模工具,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493128&idx=1&sn=1a03067fcd2f06a31929826398462c7a&chksm=cfb7814df8c0085b80ad5f92b21e36e92142396a3f3c4d236c81406130d41ac63e00f3146f8f#rd,2023/9/20 16:27,Architecture modeling tools
智慧教育中混合式学习环境下学习过程数据化关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493121&idx=1&sn=ab364486d98cde9e58c29ab7b8216d00&chksm=cfb78144f8c00852f5bf4a44e011d3ab62878268049272ae38666d43a5721b5e1fd93b61fc41#rd,2023/9/19 16:39,Key technologies for digitizing the learning process in a blended learning environment in smart education
多人协同沙盘指挥系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493092&idx=1&sn=d2564668549ae61d6cc54e0baf25147c&chksm=cfb782a1f8c00bb782f4aad1472d02fd89834644b7d8e9ca289c51df86aa4b9d28ebdfafe3f1#rd,2023/9/15 16:14,Multiplayer collaborative sandbox command system
单兵便携式 4G 侦码设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493086&idx=2&sn=0ae44dbd49e5876eace09bcec86473cd&chksm=cfb7829bf8c00b8d07b8c1300643e743e98ef0ad45344572273a5800c85bd2a12a3424e87882#rd,2023/9/13 16:33,Personal portable 4G code detection equipment
三维交互式电子手册制作与发布平台项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493075&idx=2&sn=e2f7c448d55b4f69218a0eb045db131c&chksm=cfb78296f8c00b8035b39e2f8006279e3d3d2f6a5314c5a238e49fc5ef4a59d71b938e9262f5#rd,2023/9/12 17:54,Three-dimensional interactive electronic manual production and publishing platform project
基于智能基因计算的癌症精准诊疗,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493061&idx=1&sn=5c137052422368b50f6ce761a4114880&chksm=cfb78280f8c00b969445322db735995db7c9df60f4686f8447631753030cb174a677d74fdedc#rd,2023/9/11 17:17,Precision diagnosis and treatment of cancer based on intelligent genetic computing
室内移动目标轨迹定位探测雷达传感器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493054&idx=1&sn=dda586b55ffdccff87da86d348280b6e&chksm=cfb782fbf8c00bed35565fb3ebfeba7bc1a55363aec2f2360101cf502357ab78e2685d5d81b8#rd,2023/9/8 17:17,Indoor moving target trajectory positioning detection radar sensor
大型仪器设备管理系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493040&idx=1&sn=aa04a021a0a2616e9aa6411cd0a31cd9&chksm=cfb782f5f8c00be3c58ee63a789395ba16a7a50ad2bb74817b22ae862b601c450a6e2394a312#rd,2023/9/6 17:15,Large instrument and equipment management system
智慧哨兵系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493037&idx=1&sn=cddc9bd750513b88b5eae95609b259b9&chksm=cfb782e8f8c00bfeb73c5745a9b4186d3da910b8080ae731267893c10ced3b2e814ae22eb030#rd,2023/9/5 17:14,Smart Sentinel System
工业视觉智能平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493023&idx=1&sn=760884d519ce6fd0a215721aaf17213b&chksm=cfb782daf8c00bcc3cf3f9ea4efa377316cd05ff63a458e896fd7f9087001bf7b921e75a5a0c#rd,2023/8/31 17:41,Industrial Vision Intelligence Platform
远程无线输电系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493021&idx=1&sn=5fe1bda37fa638700277a094bcba6e21&chksm=cfb782d8f8c00bce47c6e4d18a2c481babd4c7245df88e96507bcc635c5b783b0fe98b7cb6b1#rd,2023/8/30 15:22,Remote wireless power transmission system
应用于 5G/6G 的高性能无线通信器件及自检测设备的 研发及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493019&idx=1&sn=33bb03693696b6082f25c0cfe5627811&chksm=cfb782def8c00bc8b4b6b4add32dc65cc60dd5223cd01b2cf29a60422454e592680d010ccbc9#rd,2023/8/29 14:38,R&D and industrialization of high-performance wireless communication devices and self-test equipment applied to 5G/6G
室内智能位置与姿态检测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247493019&idx=3&sn=9869de056e9658decb3929e623fbc6a7&chksm=cfb782def8c00bc87f7264c95cc313d6fdd3517088cec998deef2f8e48029f9e0cff70f7ecf1#rd,2023/8/29 14:38,Indoor intelligent position and attitude detection system
SAR 典型场景实时目标检测定位与识别技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492991&idx=1&sn=cc5c7237f56b5c786297c93f493aa9aa&chksm=cfb7823af8c00b2c75286648761477c8fc30baa89adc7cf46e2970cde0efb0e5564e7c028aa6#rd,2023/8/24 16:29,"SAR typical scene real-time target detection, positioning and identification technology"
基于 PIT 的终端管理工作站,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492987&idx=2&sn=ac25e3c9d3f9bbeb99087e42e25a6249&chksm=cfb7823ef8c00b289161ed25385c391fd881c1f8f5e7dc3ad894257eefaa7534656121563592#rd,2023/8/23 17:55,PIT-based terminal management workstation
5G Polar 码高速编译码器的设计与硬件实现,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492973&idx=3&sn=da445cdfb047f5705761b246b8d9bc12&chksm=cfb78228f8c00b3e34327fd503d8c302791a0cf9be3af8214e6d690a3fa5dcc6e53aaa41e78f#rd,2023/8/21 17:41,Design and hardware implementation of 5G Polar code high-speed codec
高速 LDPC 编译码器的设计与硬件实现技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492960&idx=1&sn=69369b900bb5731c92c1350a656f00d1&chksm=cfb78225f8c00b332a42bdf688ccb15f0d5e16ac323632e8589740aec17869aae3b7a3676f87#rd,2023/8/18 19:12,Design and hardware implementation technology of high-speed LDPC codec
高速 RS 编译码器的设计与硬件实现技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492958&idx=1&sn=f88d7e707a354c5b231e10414219ed45&chksm=cfb7821bf8c00b0d7e867bbd4874c75271f8187d5d41cbd4188a4a05568f71bc2618ecc0e6d0#rd,2023/8/17 19:49,Design and hardware implementation technology of high-speed RS codec
面向异构数据中心的分布式机器学习高效运行方法研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492950&idx=1&sn=5a0d87d3e2728380b8f80f39646348b2&chksm=cfb78213f8c00b057d59cd656b9118a00e789bd7b2197a0f72fb8cf1d6da20530f989a8339fc#rd,2023/8/16 18:23,Research on efficient operation methods of distributed machine learning for heterogeneous data centers
基于路由交换的异构计算系统算力扩展,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492945&idx=2&sn=eabdf54067a2f2c46339312bfd089b27&chksm=cfb78214f8c00b02164008eeb7fbc9d4da7450882ef962dc29b08bb4f30d5482dc3685792a40#rd,2023/8/15 16:28,Computing power expansion of heterogeneous computing systems based on routing and switching
面向数据密集型应用的扁平化、低时延、可重构光电混合互连系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492928&idx=1&sn=cabae281225e286e7770aed1a3c4c170&chksm=cfb78205f8c00b1352f9d825aa246f127e074145f09b1ee00c6f63f8ea5df4396ae31d026a6d#rd,2023/8/14 18:04,"Flat, low-latency, reconfigurable optical-electrical hybrid interconnection system for data-intensive applications"
智能化可演进网络关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492921&idx=2&sn=debce44359e07e18513d30578d89de86&chksm=cfb7827cf8c00b6ade0671182bcf8f090ec80c9dd32835f3eb37cf3c331ba47f281a7f0bdc19#rd,2023/8/11 17:26,Key technologies for intelligent and evolvable networks
